PHASE 2 RESULTS: TRAINING WINNERS
================================================================================

Total Entries: 5738
Winners: 1081
Losers: 4657

WINNERS:
--------------------------------------------------------------------------------
2025-08-18 | BEN    | BEN|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.45 | Return: 350.0% | Days: 2
2025-09-19 | AMCR   | AMCR|8.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 4
2025-09-19 | AMGN   | AMGN|340.0|2025-10-17|CALL     | Entry: $0.05 | Exit: $0.33 | Return: 560.0% | Days: 2
2025-09-19 | BAC    | BAC|60.0|2025-10-24|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-19 | CART   | CART|50.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-19 | CLX    | CLX|145.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-19 | CMCSA  | CMCSA|36.0|2025-10-24|CALL     | Entry: $0.09 | Exit: $0.21 | Return: 133.3% | Days: 1
2025-09-19 | CNP    | CNP|41.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 3
2025-09-19 | CPB    | CPB|37.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-19 | CTRA   | CTRA|27.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-19 | DBX    | DBX|34.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-19 | DG     | DG|120.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 5
2025-09-19 | DVN    | DVN|40.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 4
2025-09-19 | ED     | ED|110.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.75 | Return: 650.0% | Days: 5
2025-09-19 | FE     | FE|46.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-19 | FMC    | FMC|30.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.41 | Return: 310.0% | Days: 2
2025-09-19 | GAP    | GAP|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-19 | GM     | GM|70.0|2025-10-17|CALL        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 4
2025-09-19 | HAL    | HAL|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.73 | Return: 630.0% | Days: 2
2025-09-19 | HAL    | HAL|27.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.39 | Return: 387.5% | Days: 2
2025-09-19 | HPE    | HPE|21.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.27 | Return: 170.0% | Days: 2
2025-09-19 | HPQ    | HPQ|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.24 | Return: 140.0% | Days: 3
2025-09-19 | HST    | HST|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-19 | JNJ    | JNJ|145.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-19 | KMI    | KMI|30.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 4
2025-09-19 | KVUE   | KVUE|15.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-19 | LKQ    | LKQ|35.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-19 | MAT    | MAT|19.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-19 | MOS    | MOS|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.31 | Return: 210.0% | Days: 4
2025-09-19 | MO     | MO|70.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 4
2025-09-19 | MRK    | MRK|65.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 5
2025-09-19 | MSFT   | MSFT|610.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-19 | MSFT   | MSFT|615.0|2025-10-17|CALL     | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 1
2025-09-19 | M      | M|15.0|2025-10-17|PUT          | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 2
2025-09-19 | NEE    | NEE|82.5|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.11 | Return:  57.1% | Days: 4
2025-09-19 | NWL    | NWL|5.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 5
2025-09-19 | OWL    | OWL|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 4
2025-09-19 | OXY    | OXY|55.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 4
2025-09-19 | PATH   | PATH|14.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.37 | Return: 270.0% | Days: 1
2025-09-19 | PCG    | PCG|17.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 5
2025-09-19 | PFE    | PFE|21.5|2025-10-24|PUT        | Entry: $0.08 | Exit: $0.44 | Return: 450.0% | Days: 2
2025-09-19 | PFE    | PFE|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-19 | PFE    | PFE|26.5|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-19 | PFE    | PFE|27.0|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-19 | PG     | PG|180.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-19 | PR     | PR|15.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-19 | PYPL   | PYPL|55.0|2025-10-17|PUT       | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 5
2025-09-19 | SBUX   | SBUX|70.0|2025-10-17|PUT       | Entry: $0.08 | Exit: $0.14 | Return:  75.0% | Days: 5
2025-09-19 | S      | S|16.0|2025-10-17|PUT          | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-19 | TDC    | TDC|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.78 | Return: 680.0% | Days: 1
2025-09-19 | VICI   | VICI|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-19 | VTRS   | VTRS|9.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-19 | XLU    | XLU|75.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.32 | Return: 255.6% | Days: 2
2025-09-19 | XLU    | XLU|90.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.23 | Return: 187.5% | Days: 2
2025-09-22 | AAL    | AAL|10.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 3
2025-09-22 | AAL    | AAL|10.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 3
2025-09-22 | AAPL   | AAPL|300.0|2025-10-17|CALL     | Entry: $0.08 | Exit: $0.14 | Return:  75.0% | Days: 1
2025-09-22 | AAPL   | AAPL|305.0|2025-10-17|CALL     | Entry: $0.07 | Exit: $0.11 | Return:  57.1% | Days: 1
2025-09-22 | ADM    | ADM|67.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-22 | ADM    | ADM|69.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-22 | ADM    | ADM|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 3
2025-09-22 | AES    | AES|15.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-22 | AJG    | AJG|350.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 4
2025-09-22 | AMCR   | AMCR|8.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 3
2025-09-22 | AM     | AM|17.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-22 | AOS    | AOS|65.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 3
2025-09-22 | APA    | APA|27.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.31 | Return: 210.0% | Days: 2
2025-09-22 | APA    | APA|28.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.24 | Return: 166.7% | Days: 1
2025-09-22 | BAC    | BAC|58.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-22 | BAX    | BAX|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-22 | BEN    | BEN|21.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | BG     | BG|90.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-22 | BYD    | BYD|70.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-22 | CAG    | CAG|21.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | CARR   | CARR|70.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-22 | CMCSA  | CMCSA|27.5|2025-10-17|PUT      | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 3
2025-09-22 | CMCSA  | CMCSA|36.0|2025-10-17|CALL     | Entry: $0.04 | Exit: $0.11 | Return: 175.0% | Days: 1
2025-09-22 | CMCSA  | CMCSA|36.5|2025-10-17|CALL     | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 1
2025-09-22 | CNP    | CNP|41.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-22 | CNP    | CNP|43.0|2025-11-21|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | COP    | COP|110.0|2025-10-17|CALL      | Entry: $0.05 | Exit: $0.18 | Return: 260.0% | Days: 2
2025-09-22 | CPRT   | CPRT|52.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 5
2025-09-22 | DAY    | DAY|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 5
2025-09-22 | DD     | DD|65.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-22 | DG     | DG|120.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 4
2025-09-22 | DINO   | DINO|60.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-22 | DIS    | DIS|135.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.27 | Return: 200.0% | Days: 5
2025-09-22 | DJT    | DJT|14.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 4
2025-09-22 | DVN    | DVN|29.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-22 | DVN    | DVN|38.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.47 | Return: 370.0% | Days: 1
2025-09-22 | DVN    | DVN|39.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.49 | Return: 600.0% | Days: 1
2025-09-22 | DVN    | DVN|39.5|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.37 | Return: 516.7% | Days: 1
2025-09-22 | DVN    | DVN|40.0|2025-10-17|CALL       | Entry: $0.05 | Exit: $0.22 | Return: 340.0% | Days: 1
2025-09-22 | DVN    | DVN|40.0|2025-10-24|CALL       | Entry: $0.08 | Exit: $0.40 | Return: 400.0% | Days: 2
2025-09-22 | ED     | ED|105.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 2
2025-09-22 | EQT    | EQT|60.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 3
2025-09-22 | EW     | EW|82.5|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-22 | EXC    | EXC|40.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-22 | FITB   | FITB|49.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-22 | FITB   | FITB|50.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-22 | FLS    | FLS|45.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 1
2025-09-22 | FOX    | FOX|65.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-22 | F      | F|10.0|2025-10-24|PUT          | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-22 | F      | F|10.5|2025-10-17|PUT          | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 5
2025-09-22 | F      | F|12.5|2025-10-17|CALL         | Entry: $0.08 | Exit: $0.18 | Return: 125.0% | Days: 5
2025-09-22 | F      | F|12.5|2025-10-24|CALL         | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 5
2025-09-22 | F      | F|13.0|2025-10-17|CALL         | Entry: $0.04 | Exit: $0.08 | Return: 100.0% | Days: 2
2025-09-22 | F      | F|13.0|2025-10-24|CALL         | Entry: $0.06 | Exit: $0.11 | Return:  83.3% | Days: 5
2025-09-22 | F      | F|13.5|2025-10-17|CALL         | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 5
2025-09-22 | F      | F|13.5|2025-10-24|CALL         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 5
2025-09-22 | F      | F|13.5|2025-10-31|CALL         | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 5
2025-09-22 | F      | F|14.0|2025-10-31|CALL         | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 4
2025-09-22 | F      | F|14.0|2025-11-21|CALL         | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 4
2025-09-22 | GAP    | GAP|26.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.13 | Return:  62.5% | Days: 1
2025-09-22 | GM     | GM|67.5|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 3
2025-09-22 | HAL    | HAL|26.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.73 | Return: 711.1% | Days: 1
2025-09-22 | HAL    | HAL|27.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.39 | Return: 457.1% | Days: 1
2025-09-22 | HPE    | HPE|21.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.27 | Return: 170.0% | Days: 1
2025-09-22 | HPQ    | HPQ|24.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 3
2025-09-22 | HPQ    | HPQ|25.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.25 | Return: 177.8% | Days: 3
2025-09-22 | HPQ    | HPQ|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.24 | Return: 140.0% | Days: 2
2025-09-22 | HPQ    | HPQ|32.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 2
2025-09-22 | HUN    | HUN|8.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | IVZ    | IVZ|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-22 | IVZ    | IVZ|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 5
2025-09-22 | KDP    | KDP|30.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-22 | KHC    | KHC|22.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 5
2025-09-22 | KHC    | KHC|29.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-22 | KMI    | KMI|29.5|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 4
2025-09-22 | KMI    | KMI|30.0|2025-10-17|CALL       | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 4
2025-09-22 | KMI    | KMI|30.0|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 3
2025-09-22 | KMI    | KMI|30.0|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 1
2025-09-22 | KMI    | KMI|31.0|2025-10-31|CALL       | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 2
2025-09-22 | KMI    | KMI|31.0|2025-11-21|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 3
2025-09-22 | KR     | KR|75.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 5
2025-09-22 | KR     | KR|77.5|2025-10-17|CALL        | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 3
2025-09-22 | K      | K|82.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.95 | Return: 850.0% | Days: 3
2025-09-22 | LNG    | LNG|270.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.23 | Return: 130.0% | Days: 2
2025-09-22 | LUV    | LUV|38.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-22 | MAT    | MAT|19.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-22 | MET    | MET|87.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-22 | MGM    | MGM|42.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 1
2025-09-22 | MNST   | MNST|70.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-22 | MOS    | MOS|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.31 | Return: 210.0% | Days: 3
2025-09-22 | MOS    | MOS|40.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.38 | Return: 280.0% | Days: 3
2025-09-22 | MO     | MO|55.0|2025-10-17|PUT         | Entry: $0.07 | Exit: $0.10 | Return:  42.9% | Days: 4
2025-09-22 | MO     | MO|70.0|2025-10-17|CALL        | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 3
2025-09-22 | MO     | MO|70.0|2025-10-24|CALL        | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 3
2025-09-22 | MO     | MO|75.0|2025-11-21|CALL        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 3
2025-09-22 | MPC    | MPC|220.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.38 | Return: 280.0% | Days: 3
2025-09-22 | MRK    | MRK|65.0|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 4
2025-09-22 | MSFT   | MSFT|415.0|2025-10-17|PUT      | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 2
2025-09-22 | MSFT   | MSFT|610.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-22 | MSFT   | MSFT|615.0|2025-10-17|CALL     | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 1
2025-09-22 | MTCH   | MTCH|32.5|2025-10-17|PUT       | Entry: $0.07 | Exit: $0.20 | Return: 185.7% | Days: 3
2025-09-22 | M      | M|19.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-22 | M      | M|19.5|2025-10-24|CALL         | Entry: $0.10 | Exit: $0.23 | Return: 130.0% | Days: 1
2025-09-22 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.05 | Exit: $0.11 | Return: 120.0% | Days: 5
2025-09-22 | NEE    | NEE|82.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.15 | Return:  66.7% | Days: 4
2025-09-22 | NEE    | NEE|83.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-22 | NEM    | NEM|67.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-22 | NI     | NI|45.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-22 | NLY    | NLY|21.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-22 | NLY    | NLY|22.5|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-22 | NLY    | NLY|23.0|2025-10-24|CALL       | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 3
2025-09-22 | NWL    | NWL|5.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 4
2025-09-22 | OWL    | OWL|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-22 | OXY    | OXY|54.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 1
2025-09-22 | OXY    | OXY|55.0|2025-10-17|CALL       | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 2
2025-09-22 | O      | O|65.0|2025-11-21|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-22 | PATH   | PATH|10.5|2025-10-31|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-22 | PATH   | PATH|11.0|2025-10-17|PUT       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 3
2025-09-22 | PCG    | PCG|12.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.15 | Return: 114.3% | Days: 5
2025-09-22 | PCG    | PCG|16.5|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 5
2025-09-22 | PCG    | PCG|17.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.17 | Return: 112.5% | Days: 4
2025-09-22 | PFE    | PFE|21.0|2025-10-17|PUT        | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 3
2025-09-22 | PFE    | PFE|21.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 4
2025-09-22 | PFE    | PFE|22.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.09 | Return:  50.0% | Days: 4
2025-09-22 | PFE    | PFE|22.0|2025-10-24|PUT        | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 4
2025-09-22 | PFE    | PFE|22.5|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 4
2025-09-22 | PG     | PG|130.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.15 | Return:  87.5% | Days: 2
2025-09-22 | PINS   | PINS|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.40 | Return: 300.0% | Days: 3
2025-09-22 | PPL    | PPL|38.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-22 | PR     | PR|15.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-22 | RITM   | RITM|12.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-22 | RTX    | RTX|180.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.36 | Return: 260.0% | Days: 1
2025-09-22 | RYN    | RYN|30.0|2025-11-21|CALL       | Entry: $0.10 | Exit: $0.23 | Return: 130.0% | Days: 1
2025-09-22 | SBUX   | SBUX|70.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 4
2025-09-22 | SEE    | SEE|37.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 5
2025-09-22 | SIRI   | SIRI|20.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-22 | S      | S|16.0|2025-10-17|PUT          | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | S      | S|16.5|2025-10-17|PUT          | Entry: $0.10 | Exit: $0.23 | Return: 130.0% | Days: 1
2025-09-22 | S      | S|22.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-22 | TJX    | TJX|155.0|2025-10-17|CALL      | Entry: $0.04 | Exit: $0.06 | Return:  50.0% | Days: 5
2025-09-22 | T      | T|32.0|2025-10-17|CALL         | Entry: $0.03 | Exit: $0.05 | Return:  66.7% | Days: 1
2025-09-22 | UPS    | UPS|100.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-22 | VICI   | VICI|35.0|2025-11-21|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | VTRS   | VTRS|9.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-22 | VZ     | VZ|48.0|2025-10-17|CALL        | Entry: $0.04 | Exit: $0.07 | Return:  75.0% | Days: 2
2025-09-22 | WY     | WY|29.0|2025-11-21|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-22 | XLU    | XLU|70.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 4
2025-09-22 | XLU    | XLU|75.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.32 | Return: 255.6% | Days: 1
2025-09-22 | XLU    | XLU|90.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.25 | Return: 177.8% | Days: 1
2025-09-22 | XOM    | XOM|125.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.21 | Return: 162.5% | Days: 1
2025-09-22 | XOM    | XOM|130.0|2025-10-17|CALL      | Entry: $0.04 | Exit: $0.10 | Return: 150.0% | Days: 2
